emp_id,skill_id,proficiency_level,no_of_projects_done_in_that_skill,certifications
E455,S013,7,10,Yes
E459,S008,3,1,Yes
E2626,S008,8,7,No
E1725,S008,2,1,Yes
E3131,S013,2,3,No
E4278,S009,6,5,Yes
E3257,S004,5,1,No
E4530,S014,9,12,No
E508,S013,9,11,Yes
E1719,S015,4,3,No
E2867,S005,3,3,Yes
E3596,S007,10,10,Yes
E2599,S008,1,4,No
E2840,S010,5,2,No
E3813,S015,5,4,No
E2714,S013,9,5,Yes
E4209,S011,3,3,Yes
E4988,S014,5,4,Yes
E493,S006,3,4,Yes
E2541,S014,8,5,No
E3542,S008,4,2,No
E2076,S010,9,8,No
E914,S010,4,3,No
E1010,S015,4,4,Yes
E4791,S009,3,3,Yes
E4701,S015,4,4,Yes
E2296,S009,7,9,Yes
E4796,S010,7,11,No
E1141,S006,7,12,Yes
E3714,S011,3,4,No
E4427,S008,4,3,No
E028,S011,10,5,Yes
E4607,S006,3,2,No
E1639,S002,6,10,Yes
E2249,S001,2,1,Yes
E2622,S012,3,3,Yes
E1124,S012,8,7,No
E285,S005,1,1,No
E029,S004,1,2,No
E4704,S010,6,10,Yes
E2137,S002,1,1,No
E1780,S005,9,10,No
E1144,S002,5,3,No
E3359,S011,7,12,No
E594,S002,6,11,No
E4918,S006,4,2,No
E4922,S003,2,1,Yes
E367,S011,2,1,No
E1803,S015,1,2,No
E2786,S014,1,1,No
E2445,S008,1,3,No
E4302,S012,8,9,Yes
E786,S001,5,2,No
E3798,S006,5,2,No
E826,S009,3,3,Yes
E2585,S001,10,11,Yes
E3630,S009,10,5,No
E2018,S011,7,6,No
E1442,S010,2,1,Yes
E328,S012,8,5,No
E386,S005,8,11,No
E1536,S009,9,10,Yes
E3558,S012,4,2,Yes
E2933,S007,10,5,Yes
E869,S006,10,5,No
E3632,S010,5,3,Yes
E1508,S001,4,2,No
E2396,S010,8,9,No
E2950,S007,9,10,No
E1368,S015,3,1,Yes
E4093,S001,4,1,No
E4031,S009,2,4,No
E1035,S006,8,12,No
E4637,S009,3,2,No
E3268,S014,3,1,Yes
E994,S001,8,10,No
E3932,S010,3,3,No
E3844,S012,8,7,No
E1252,S004,5,2,Yes
E291,S012,6,9,No
E889,S014,3,1,Yes
E1317,S002,6,8,Yes
E4615,S008,7,5,Yes
E403,S005,3,2,No
E3936,S005,6,9,Yes
E3822,S015,10,7,No
E3808,S010,5,3,No
E495,S005,8,9,No
E3894,S006,2,1,Yes
E2969,S006,10,5,Yes
E4910,S015,9,7,No
E2973,S008,5,2,No
E4437,S012,3,2,No
E1870,S005,4,1,Yes
E610,S006,5,1,No
E853,S010,10,5,Yes
E2596,S010,8,5,Yes
E4493,S014,6,12,Yes
E1549,S012,9,11,Yes
E4814,S009,6,8,No
E3250,S001,7,7,No
E4174,S005,3,4,Yes
E2024,S003,10,11,No
E3943,S009,2,1,No
E2952,S001,5,1,No
E1536,S005,6,10,Yes
E1880,S013,2,4,No
E2983,S008,2,1,No
E467,S005,3,1,No
E4706,S015,5,3,Yes
E2430,S006,2,4,Yes
E1525,S015,1,4,No
E4019,S009,6,8,No
E4092,S015,6,11,No
E4949,S005,10,12,No
E1606,S005,9,10,No
E4962,S007,4,4,Yes
E746,S008,10,7,Yes
E1586,S012,1,3,Yes
E3480,S002,2,3,Yes
E4432,S002,7,7,No
E2579,S008,6,9,No
E1551,S006,1,1,No
E3277,S004,4,4,Yes
E4991,S015,3,3,Yes
E3462,S010,9,12,No
E2413,S014,1,4,No
E2185,S003,5,2,Yes
E4864,S015,7,5,No
E3364,S006,2,2,Yes
E1306,S012,3,2,No
E1418,S012,5,4,No
E1559,S010,10,12,No
E3359,S005,9,12,No
E1966,S013,6,9,Yes
E137,S004,7,12,Yes
E3981,S011,5,4,Yes
E4884,S012,1,3,No
E074,S004,6,5,Yes
E2195,S004,7,5,Yes
E3862,S012,4,4,No
E1254,S008,3,2,No
E2995,S003,10,8,No
E1907,S005,8,10,Yes
E2317,S015,9,11,Yes
E326,S009,1,2,No
E2220,S009,4,1,No
E4480,S009,9,6,No
E886,S001,3,3,No
E1411,S009,6,11,No
E4097,S010,4,3,No
E2625,S011,4,4,Yes
E1982,S002,1,2,Yes
E1785,S001,2,3,Yes
E987,S005,1,3,Yes
E3237,S006,6,6,Yes
E4239,S002,4,4,No
E155,S014,1,2,Yes
E3145,S014,3,4,Yes
E2906,S007,9,9,Yes
E1363,S011,4,3,No
E1878,S012,1,2,Yes
E2800,S004,6,6,Yes
E3916,S009,6,10,No
E1036,S002,10,9,No
E1691,S009,10,10,No
E1853,S013,9,10,Yes
E4724,S009,5,3,Yes
E1646,S007,8,12,No
E691,S011,9,11,Yes
E520,S009,4,3,No
E4378,S001,6,9,Yes
E2173,S012,4,4,No
E2486,S001,10,12,No
E151,S012,3,1,Yes
E1877,S012,1,2,Yes
E3277,S013,3,1,No
E1258,S014,1,4,No
E791,S012,3,3,No
E2204,S013,6,12,Yes
E4080,S003,2,2,No
E3985,S012,8,7,Yes
E2487,S002,9,6,No
E773,S004,6,6,Yes
E1585,S006,9,6,Yes
E332,S012,7,11,Yes
E2409,S008,3,2,No
E1511,S015,8,12,Yes
E4147,S006,9,8,Yes
E3541,S013,9,8,No
E1917,S009,1,2,Yes
E905,S008,3,3,No
E2141,S004,10,6,No
E4825,S003,8,7,No
E3782,S011,3,2,No
E3491,S006,6,7,Yes
E1427,S015,4,3,Yes
E1264,S013,10,11,No
E3479,S011,5,4,Yes
E503,S007,5,3,Yes
E3858,S010,8,8,No
E732,S012,8,6,No
E4147,S013,3,1,Yes
E3040,S009,5,1,No
E978,S004,9,7,No
E4501,S011,5,3,No
E4097,S014,7,8,No
E4451,S011,9,8,No
E637,S004,1,3,No
E1318,S002,6,9,No
E2409,S006,10,9,No
E983,S005,1,4,Yes
E4888,S004,9,5,Yes
E109,S008,5,4,No
E4979,S005,2,3,No
E2847,S014,10,11,Yes
E456,S010,7,12,Yes
E3513,S006,3,4,No
E1038,S005,9,12,No
E1395,S002,7,5,No
E567,S006,2,2,No
E337,S012,1,4,No
E208,S003,4,3,No
E544,S012,7,8,Yes
E4081,S011,10,6,No
E3832,S001,2,2,Yes
E2939,S014,6,5,Yes
E160,S005,4,3,No
E1617,S003,4,4,Yes
E2622,S010,9,10,No
E3973,S003,10,10,No
E234,S013,10,12,Yes
E3437,S003,5,1,No
E4330,S008,5,1,Yes
E182,S013,8,6,No
E1361,S012,1,2,Yes
E609,S005,10,6,No
E4034,S007,6,5,Yes
E2350,S004,3,1,Yes
E1265,S011,6,6,No
E3890,S006,10,5,No
E2012,S006,4,3,Yes
E3129,S011,3,4,No
E1806,S007,6,12,Yes
E3574,S010,7,6,Yes
E308,S004,6,11,Yes
E958,S003,7,6,Yes
E2359,S014,6,10,Yes
E4918,S008,5,2,No
E4846,S009,7,12,No
E1776,S014,4,4,No
E1062,S012,6,11,Yes
E2152,S014,5,2,Yes
E4203,S011,8,10,Yes
E3069,S012,7,8,Yes
E882,S004,7,7,Yes
E2297,S008,9,5,Yes
E2550,S006,10,6,No
E4665,S004,2,1,Yes
E3062,S001,2,2,No
E783,S010,10,10,No
E642,S002,3,1,Yes
E1413,S011,9,11,No
E2062,S012,2,2,Yes
E2999,S013,5,2,No
E2321,S012,5,1,No
E840,S011,6,12,Yes
E4004,S007,2,2,No
E3071,S008,4,3,No
E3608,S001,1,4,Yes
E3157,S011,7,9,Yes
E2641,S001,10,9,Yes
E4794,S006,3,1,No
E629,S002,6,9,Yes
E3871,S002,5,1,No
E3136,S005,8,7,No
E1233,S001,2,2,Yes
E3397,S010,6,11,No
E290,S014,2,1,Yes
E2669,S007,4,1,No
E3079,S008,6,5,No
E2404,S010,6,6,Yes
E047,S002,3,4,No
E784,S013,10,9,Yes
E1272,S005,9,12,Yes
E1500,S002,1,3,Yes
E3983,S007,6,6,No
E3841,S013,3,3,No
E1401,S014,8,10,No
E2080,S011,1,4,Yes
E1580,S011,2,4,Yes
E127,S005,1,2,Yes
E401,S005,8,10,Yes
E1582,S012,9,10,No
E2003,S005,7,8,No
E1981,S015,5,1,Yes
E1510,S001,8,8,No
E3075,S013,4,4,No
E3512,S008,9,6,No
E1657,S013,9,6,No
E3531,S008,2,1,No
E4220,S004,1,3,Yes
E1544,S001,2,3,No
E4106,S010,3,2,Yes
E4320,S009,4,4,No
E878,S015,3,2,No
E3193,S008,5,2,No
E2834,S014,10,8,No
E4256,S007,6,10,Yes
E1157,S012,3,3,No
E1400,S009,10,6,Yes
E4217,S007,6,7,No
E2905,S013,4,1,Yes
E4574,S010,6,9,No
E3788,S006,7,11,Yes
E4667,S006,2,4,No
E2600,S014,3,2,No
E1750,S012,10,5,Yes
E351,S015,1,1,No
E026,S010,5,4,Yes
E1550,S002,7,8,Yes
E3212,S004,2,2,Yes
E3599,S011,9,11,No
E3552,S012,5,4,Yes
E2713,S003,8,7,No
E3913,S015,1,1,Yes
E2971,S011,5,1,Yes
E2950,S012,8,10,Yes
E230,S001,10,7,Yes
E1899,S004,9,7,Yes
E1568,S005,2,3,No
E362,S005,4,4,No
E1078,S001,8,10,Yes
E322,S007,10,10,No
E2071,S009,10,9,No
E3676,S003,10,10,No
E4943,S008,8,7,No
E2933,S005,2,3,No
E1291,S011,2,2,Yes
E2010,S004,2,2,No
E1136,S003,8,6,Yes
E001,S003,8,8,No
E1161,S008,5,4,No
E4585,S009,6,7,No
E2449,S007,6,7,Yes
E2012,S001,10,12,Yes
E2791,S008,6,12,No
E2158,S008,6,7,Yes
E1085,S011,7,6,Yes
E4030,S006,8,5,No
E767,S009,6,5,No
E656,S001,6,11,No
E1285,S015,10,12,No
E3417,S009,2,3,Yes
E4955,S004,7,6,No
E2990,S008,1,2,Yes
E3027,S003,5,3,Yes
E551,S009,7,9,Yes
E4849,S008,10,9,No
E4287,S014,1,3,No
E3889,S010,10,8,Yes
E3947,S003,3,2,No
E3110,S009,10,8,No
E4161,S013,10,7,No
E138,S013,8,11,Yes
E2642,S014,2,2,Yes
E1919,S009,4,4,Yes
E722,S005,1,3,Yes
E157,S014,6,8,No
E441,S006,2,1,No
E2914,S004,6,11,No
E3058,S003,3,4,No
E3425,S011,6,5,Yes
E4256,S011,4,1,No
E1308,S014,4,2,No
E1614,S011,1,1,No
E1300,S013,3,3,No
E530,S005,3,1,Yes
E1190,S003,10,7,No
E1819,S014,4,4,Yes
E1961,S006,3,3,Yes
E4271,S001,1,2,No
E1957,S003,9,5,Yes
E4078,S004,4,2,Yes
E1933,S011,9,9,No
E1517,S010,7,5,No
E4076,S012,10,11,Yes
E1393,S006,1,1,No
E4196,S014,10,11,Yes
E4575,S005,1,1,No
E3520,S003,8,11,No
E1318,S014,2,3,No
E4327,S015,5,3,Yes
E4457,S011,5,2,Yes
E937,S006,5,3,No
E2873,S008,1,3,Yes
E3898,S011,7,7,Yes
E4011,S011,8,6,No
E201,S011,10,7,No
E3618,S001,9,8,No
E3762,S006,4,2,No
E2204,S012,10,9,Yes
E861,S001,7,12,Yes
E4356,S004,5,2,No
E2206,S011,6,12,Yes
E837,S005,10,12,Yes
E2208,S013,4,3,No
E3352,S003,1,3,Yes
E507,S012,7,7,Yes
E2651,S002,6,7,No
E009,S002,5,3,Yes
E2152,S011,2,1,No
E2186,S005,4,3,Yes
E1416,S001,7,7,Yes
E3857,S005,1,2,No
E1424,S003,2,1,Yes
E2669,S011,2,1,No
E383,S002,8,6,No
E2416,S015,4,3,No
E1261,S004,4,4,Yes
E3863,S011,1,3,No
E3134,S014,7,8,No
E2731,S008,9,10,No
E462,S003,9,8,Yes
E4474,S009,6,5,No
E3924,S013,1,4,Yes
E814,S001,6,11,Yes
E1594,S006,6,6,No
E3075,S011,1,3,No
E3828,S008,1,1,No
E4879,S013,4,4,No
E3359,S008,10,8,No
E1718,S013,2,3,No
E4033,S003,10,8,Yes
E3838,S010,5,1,No
E4225,S015,6,5,Yes
E3726,S012,10,8,No
E3702,S012,7,9,No
E2554,S012,10,5,Yes
E3485,S004,3,2,No
E2123,S008,3,2,No
E020,S002,8,9,No
E1083,S008,1,4,Yes
E2220,S014,7,9,No
E4015,S002,3,3,Yes
E4166,S014,1,2,No
E2662,S014,4,3,Yes
E3884,S007,2,3,Yes
E2504,S013,7,11,No
E4345,S014,5,3,Yes
E3918,S003,10,8,Yes
E1337,S008,10,8,No
E1412,S009,6,10,No
E894,S004,8,5,No
E3711,S008,3,1,Yes
E2664,S008,1,1,Yes
E2196,S015,6,10,Yes
E2702,S011,8,11,No
E3468,S010,4,4,No
E1392,S009,8,12,Yes
E3849,S012,3,3,No
E1240,S015,6,7,Yes
E3349,S002,7,9,No
E3396,S003,9,12,No
E177,S003,7,10,No
E2531,S007,9,12,No
E435,S006,2,2,Yes
E4433,S007,7,9,Yes
E716,S009,7,9,No
E3883,S007,2,2,Yes
E2829,S014,2,2,No
E3761,S014,6,7,No
E1937,S012,2,1,Yes
E1640,S007,3,2,No
E3629,S005,6,6,No
E3905,S001,4,1,No
E1357,S014,5,2,No
E2127,S012,2,1,No
E672,S001,9,8,Yes
E2545,S006,1,3,Yes
E3111,S005,10,9,Yes
E1593,S004,10,11,No
E3767,S013,6,10,Yes
E1274,S014,6,10,Yes
E967,S011,8,9,Yes
E4735,S009,3,1,Yes
E4142,S015,7,5,No
E3739,S015,8,10,No
E2201,S008,4,4,Yes
E3559,S012,8,11,Yes
E1282,S009,5,3,No
E1899,S006,2,4,No
E3229,S007,4,2,No
E3085,S012,10,8,No
E527,S003,7,12,Yes
E3084,S011,5,1,Yes
E2214,S003,7,5,Yes
E3176,S003,8,8,Yes
E4215,S008,2,3,Yes
E4196,S008,9,5,Yes
E3298,S005,10,10,Yes
E1140,S007,8,5,Yes
E4999,S003,7,7,No
E3529,S009,2,3,Yes
E3400,S014,6,6,Yes
E4632,S009,7,7,Yes
E4351,S002,9,11,Yes
E3306,S011,6,9,Yes
E2302,S008,10,8,No
E366,S012,1,4,Yes
E4388,S013,5,3,No
E3025,S012,9,6,Yes
E1981,S009,1,1,No
E1971,S010,3,2,No
E3937,S004,3,1,Yes
E4013,S006,3,4,Yes
E1039,S013,9,8,Yes
E4411,S007,8,11,No
E3953,S013,4,3,Yes
E2693,S011,5,3,Yes
E1611,S010,10,11,No
E2281,S003,4,2,Yes
E4826,S005,8,6,No
E4465,S005,6,5,No
E1594,S013,7,5,No
E4065,S003,2,3,Yes
E779,S013,6,12,No
E193,S014,3,4,No
E4239,S005,6,7,Yes
E3747,S002,10,8,Yes
E4522,S013,8,12,No
E4055,S013,8,5,No
E1736,S013,7,9,Yes
E4173,S003,2,2,No
E2816,S010,10,5,No
E2666,S011,9,7,Yes
E2167,S005,3,1,Yes
E3920,S008,7,9,Yes
E2522,S015,2,2,No
E229,S010,8,7,Yes
E3843,S013,4,3,No
E4062,S010,5,1,Yes
E938,S005,9,5,Yes
E2367,S006,6,10,Yes
E027,S006,5,4,No
E4923,S010,2,3,Yes
E993,S004,1,2,Yes
E1634,S008,7,11,No
E1805,S002,3,4,Yes
E4844,S011,4,1,Yes
E4073,S015,7,9,Yes
E971,S009,7,10,Yes
E700,S015,2,1,No
E1346,S005,3,4,Yes
E3906,S012,4,2,No
E2711,S002,4,4,Yes
E496,S011,2,2,No
E1849,S014,10,10,Yes
E474,S004,1,2,Yes
E1116,S010,6,5,Yes
E4046,S001,4,3,No
E503,S014,2,4,Yes
E4947,S004,5,4,Yes
E2672,S011,8,12,Yes
E4227,S014,5,2,No
E1821,S006,3,2,No
E1868,S001,5,4,No
E2205,S006,7,6,Yes
E3998,S011,6,11,No
E3181,S008,6,11,Yes
E2244,S005,2,3,No
E2048,S005,5,3,Yes
E2755,S014,7,5,Yes
E1640,S008,6,7,Yes
E3993,S004,6,5,Yes
E3254,S015,6,9,No
E1641,S002,1,3,No
E1899,S010,4,1,No
E3088,S011,4,4,No
E4401,S003,10,10,Yes
E2193,S012,6,6,Yes
E2268,S007,1,4,Yes
E032,S004,5,1,No
E1013,S002,8,7,Yes
E3060,S004,7,12,No
E877,S009,10,9,No
E2564,S006,9,11,No
E1359,S015,2,2,Yes
E1150,S004,5,3,No
E3530,S014,8,9,Yes
E4556,S009,8,12,No
E4757,S010,10,9,No
E1295,S006,2,1,Yes
E1302,S001,8,10,No
E2632,S014,4,2,Yes
E099,S001,5,3,No
E4279,S007,5,4,Yes
E2550,S001,1,2,Yes
E2914,S003,9,9,Yes
E890,S014,2,2,Yes
E2488,S004,4,2,Yes
E4629,S006,10,11,No
E288,S001,4,3,Yes
E3143,S007,10,10,No
E2142,S011,10,9,No
E2088,S011,1,3,Yes
E632,S011,4,3,Yes
E3070,S001,5,3,Yes
E3685,S002,3,3,Yes
E2262,S011,4,3,No
E4184,S004,1,2,Yes
E4062,S001,9,12,Yes
E3607,S010,2,1,Yes
E1887,S010,4,3,No
E1548,S006,10,8,No
E2280,S013,8,7,No
E2231,S007,7,9,Yes
E2909,S010,8,11,No
E3068,S007,3,2,Yes
E467,S001,1,3,Yes
E2322,S010,2,3,Yes
E3462,S014,8,6,No
E4258,S007,5,1,Yes
E3364,S009,6,7,Yes
E521,S002,9,10,No
E1659,S010,6,12,No
E973,S014,1,3,No
E3633,S009,8,11,Yes
E357,S006,8,7,No
E2332,S013,3,4,No
E2253,S002,1,2,No
E463,S011,7,8,Yes
E1749,S006,8,7,Yes
E4765,S004,8,5,No
E2428,S002,10,8,No
E4741,S008,1,4,No
E1035,S015,5,4,No
E3579,S008,8,7,Yes
E272,S013,3,4,No
E1475,S011,10,7,Yes
E3349,S010,7,6,Yes
E2921,S009,7,6,No
E426,S003,8,5,Yes
E4313,S006,5,2,Yes
E1299,S002,5,3,Yes
E3305,S009,8,12,Yes
E1243,S012,7,5,Yes
E779,S004,10,7,Yes
E2313,S003,8,5,Yes
E2237,S006,6,12,No
E2943,S002,8,10,Yes
E1595,S015,4,1,No
E4775,S013,3,4,Yes
E393,S007,1,1,No
E4096,S013,3,2,No
E185,S004,4,3,No
E2877,S002,9,8,Yes
E3900,S009,3,1,Yes
E923,S004,1,2,Yes
E2340,S008,2,2,No
E4927,S003,1,2,No
E1676,S013,8,5,No
E106,S015,4,3,No
E3672,S005,2,4,Yes
E1235,S002,3,1,Yes
E3203,S013,10,11,Yes
E2540,S008,9,10,Yes
E277,S003,10,6,Yes
E1502,S003,4,4,Yes
E2839,S003,3,2,No
E3448,S003,1,4,No
E4421,S003,7,7,No
E1251,S002,1,1,No
E837,S014,5,4,No
E577,S002,10,9,Yes
E445,S004,3,3,Yes
E2590,S014,4,3,No
E3652,S006,9,8,No
E234,S007,7,12,Yes
E4629,S010,9,5,Yes
E3025,S002,3,4,No
E523,S005,7,11,Yes
E3807,S012,6,11,Yes
E438,S007,1,2,No
E219,S014,5,2,No
E1344,S009,4,3,No
E3791,S008,3,1,Yes
E1783,S015,6,12,No
E166,S012,8,10,Yes
E2949,S003,7,10,No
E2844,S009,10,5,Yes
E3592,S011,5,1,Yes
E510,S009,1,3,No
E4728,S014,7,9,No
E4397,S004,10,9,No
E1729,S011,2,3,Yes
E437,S013,6,11,Yes
E4615,S004,7,5,Yes
E1804,S009,4,1,No
E2725,S003,9,11,No
E1158,S004,1,4,Yes
E4851,S010,4,4,No
E2297,S001,2,2,No
E990,S003,2,3,No
E1575,S008,3,1,No
E4904,S003,8,11,No
E4215,S015,3,1,Yes
E2374,S010,6,8,Yes
E3458,S002,5,4,Yes
E4481,S008,7,6,No
E3283,S010,2,2,Yes
E2370,S008,2,2,No
E1696,S012,1,2,No
E4602,S015,4,3,Yes
E4430,S004,4,1,No
E3379,S012,9,7,No
E3136,S006,4,4,No
E4916,S005,7,9,Yes
E2950,S015,10,6,Yes
E3140,S013,6,9,Yes
E2516,S014,2,2,Yes
E2473,S002,1,3,Yes
E4540,S009,9,12,Yes
E3346,S010,4,2,No
E3132,S006,1,3,Yes
E820,S006,7,5,No
E3118,S015,7,9,Yes
E1096,S004,5,1,No
E2368,S010,2,1,Yes
E385,S006,2,1,Yes
E2809,S008,1,4,Yes
E4401,S011,7,11,No
E1993,S004,10,6,Yes
E107,S009,9,9,Yes
E3850,S005,2,4,Yes
E1907,S012,1,3,No
E4378,S014,8,7,Yes
E446,S002,7,8,Yes
E100,S014,6,10,Yes
E4122,S001,1,1,No
E3597,S002,8,5,Yes
E2767,S012,3,2,Yes
E3349,S004,8,7,Yes
E1121,S006,4,4,No
E1328,S013,7,10,No
E3350,S008,2,1,Yes
E2887,S007,6,5,Yes
E1168,S003,5,4,No
E3899,S015,8,9,Yes
E1413,S014,4,2,Yes
E4601,S012,10,5,Yes
E4578,S003,7,5,No
E3215,S003,5,4,Yes
E3463,S015,9,9,Yes
E615,S008,7,12,No
E2386,S012,2,1,Yes
E1668,S014,9,8,No
E2392,S013,1,4,Yes
E521,S006,3,2,Yes
E4315,S003,3,4,No
E3706,S003,7,10,Yes
E2572,S014,9,7,No
E1103,S003,10,12,Yes
E4747,S001,8,6,No
E3799,S007,4,3,Yes
E919,S015,4,3,No
E4068,S006,8,9,No
E017,S015,3,2,No
E2788,S004,1,2,No
E583,S010,1,3,No
E2795,S002,7,9,No
E1320,S009,1,3,No
E126,S015,9,7,Yes
E248,S007,1,3,No
E3149,S010,2,4,No
E409,S012,8,7,Yes
E1623,S012,4,2,Yes
E4885,S005,7,10,Yes
E3931,S007,1,1,No
E3273,S008,7,9,No
E3898,S008,6,6,Yes
E332,S013,10,5,Yes
E1134,S014,1,1,Yes
E1848,S010,1,3,No
E2978,S013,2,2,Yes
E3361,S005,8,10,No
E4037,S007,3,3,Yes
E1717,S015,5,4,No
E2399,S012,5,1,No
E2757,S009,8,9,Yes
E1414,S010,9,7,No
E2105,S008,2,2,No
E2076,S014,3,1,No
E4130,S006,7,9,No
E575,S003,9,11,Yes
E2905,S008,6,6,Yes
E4506,S007,2,4,Yes
E2994,S015,7,6,No
E121,S012,6,5,Yes
E4763,S009,9,8,No
E1151,S004,4,4,Yes
E4001,S015,10,11,No
E4492,S007,10,9,Yes
E914,S009,4,2,Yes
E1126,S005,3,3,Yes
E1751,S011,2,4,Yes
E3000,S013,1,2,Yes
E3144,S012,6,10,No
E2475,S011,10,8,No
E4993,S011,4,1,Yes
E1205,S008,10,11,Yes
E3422,S001,8,10,No
E4093,S014,2,1,No
E3232,S015,10,12,No
E4599,S011,9,10,No
E2392,S009,6,11,No
E738,S008,8,11,No
E1162,S004,3,4,No
E2018,S003,8,5,Yes
E4656,S008,10,10,No
E4382,S013,10,12,Yes
E3388,S006,4,2,No
E1959,S005,9,8,No
E4565,S012,1,4,Yes
E235,S001,4,2,No
E2120,S008,9,7,No
E533,S006,10,12,No
E1801,S014,6,7,Yes
E1143,S014,10,7,No
E717,S010,4,2,Yes
E1368,S005,8,12,No
E1603,S015,9,10,Yes
E1381,S015,3,2,Yes
E1743,S007,9,6,Yes
E2896,S003,1,2,No
E4368,S003,9,5,No
E3791,S003,4,2,No
E599,S008,4,2,Yes
E3748,S004,2,1,No
E3429,S015,3,4,Yes
E909,S014,9,7,No
E466,S008,4,1,No
E445,S009,4,4,Yes
E670,S015,4,2,No
E1398,S009,7,10,No
E1651,S013,1,4,No
E2784,S006,10,10,Yes
E4498,S006,1,1,No
E4019,S005,9,7,No
E1926,S003,1,1,No
E3744,S015,5,4,Yes
E936,S013,8,6,No
E4503,S003,2,3,No
E493,S010,8,7,Yes
E2164,S009,3,3,Yes
E1896,S011,3,1,No
E397,S005,4,1,Yes
E1123,S008,3,1,Yes
E3782,S007,5,2,Yes
E426,S010,4,1,Yes
E153,S009,6,6,No
E2663,S012,1,4,No
E701,S014,9,7,Yes
E2046,S007,2,2,No
E694,S004,1,1,Yes
E3728,S010,6,12,Yes
E3935,S007,2,4,No
E4058,S011,6,8,Yes
E4649,S006,3,1,No
E2867,S006,3,4,Yes
E3924,S004,4,2,Yes
E3066,S014,4,1,Yes
E2895,S009,4,1,Yes
E4809,S015,10,8,Yes
E4511,S012,4,2,Yes
E1624,S004,10,12,No
E4513,S009,10,6,No
E2743,S013,7,8,Yes
E2711,S014,1,4,Yes
E2130,S002,4,4,No
E2352,S008,2,4,No
E634,S012,4,4,Yes
E4225,S001,9,6,Yes
E3116,S005,6,8,Yes
E1583,S008,10,8,No
E4851,S015,9,8,Yes
E2456,S005,10,11,Yes
E4361,S015,3,2,Yes
E1103,S014,8,5,Yes
E3586,S006,3,4,No
E4165,S005,8,5,No
E703,S008,9,10,Yes
E3596,S010,2,2,Yes
E3880,S002,8,10,Yes
E4149,S011,4,1,Yes
E4205,S007,4,4,Yes
E4422,S007,5,1,No
E732,S004,1,4,No
E3145,S011,5,1,No
E1478,S010,8,8,No
E2506,S010,5,3,No
E3915,S001,7,9,No
E3504,S006,7,7,No
E468,S012,8,11,No
E3437,S010,3,3,No
E264,S011,10,9,No
E1306,S008,10,10,Yes
E4220,S014,4,3,No
E2576,S004,1,2,No
E800,S005,3,4,No
E3489,S001,1,3,Yes
E2556,S008,4,2,No
E2237,S004,2,3,No
E3298,S002,2,2,No
E268,S007,2,1,Yes
E109,S010,4,2,No
E1740,S013,10,6,No
E4366,S006,5,2,No
E1233,S006,2,1,Yes
E2248,S013,6,5,Yes
E531,S012,6,6,No
E605,S009,8,10,Yes
E2381,S012,8,11,Yes
E1377,S008,8,9,No
E983,S009,5,1,Yes
E118,S010,6,12,Yes
E1041,S014,9,10,No
E1377,S010,1,4,No
E3061,S012,8,12,No
E1336,S010,6,7,Yes
E3314,S008,1,3,Yes
E1629,S001,10,10,Yes
E4678,S013,1,4,No
E1306,S015,5,2,No
E1873,S008,10,6,No
E936,S014,9,5,Yes
E1842,S002,7,12,No
E1262,S011,3,1,Yes
E1075,S006,8,8,No
E4573,S013,2,3,No
E009,S015,4,3,No
E1762,S002,9,9,Yes
E4406,S001,7,10,No
E3533,S015,3,2,Yes
E2347,S007,9,5,No
E1294,S005,7,6,Yes
E2068,S011,4,3,Yes
E2526,S001,6,6,No
E4745,S005,9,7,Yes
E2511,S004,8,11,Yes
E2063,S005,4,3,Yes
E3575,S008,10,11,Yes
E1402,S013,10,9,No
E2276,S002,4,1,No
E879,S013,5,4,No
E2576,S011,2,4,No
E3626,S005,3,2,Yes
E2687,S003,2,3,No
E690,S011,7,9,Yes
E1510,S010,6,6,No
E2223,S007,4,2,No
E3023,S014,3,3,Yes
E1358,S006,9,11,Yes
E553,S010,4,3,No
E1210,S010,10,6,Yes
E2121,S005,1,1,No
E1709,S001,2,3,No
E221,S005,4,4,No
E2831,S011,1,3,Yes
E494,S015,10,10,Yes
E3017,S014,6,10,Yes
E4021,S011,7,12,Yes
E4893,S008,3,1,Yes
E4822,S001,3,3,No
E177,S006,3,2,No
E4976,S009,8,6,Yes
E1672,S007,9,5,No
E4380,S014,3,4,Yes
E766,S011,4,1,Yes
E4941,S015,8,5,No
E3353,S008,2,2,Yes
E975,S012,6,7,Yes
E380,S015,10,12,No
E3955,S010,4,1,No
E2624,S014,8,8,No
E380,S008,5,1,No
E1956,S015,2,2,Yes
E2843,S015,4,4,No
E4972,S003,6,6,No
E693,S009,6,10,No
E4044,S007,10,5,No
E3397,S007,9,5,Yes
E4256,S001,10,8,No
E3555,S006,4,3,No
E1206,S011,7,9,No
E1780,S006,1,3,No
E1727,S002,9,5,Yes
E1860,S010,1,2,Yes
E3450,S009,7,6,Yes
E3724,S008,4,2,Yes
E4352,S008,6,6,No
E780,S004,6,11,Yes
E4340,S012,5,4,No
E1338,S006,8,10,No
E1840,S005,3,4,Yes
E4007,S006,6,6,Yes
E1510,S006,5,3,No
E4104,S006,5,2,No
E2775,S009,7,10,No
E4559,S012,7,5,No
E3625,S010,2,1,No
E318,S003,3,4,Yes
E3267,S015,2,1,Yes
